AR_id,Numero_notice,ISBN
1028,0005217243,9782897316587
1029,0005062651,9782897318635
1030,0005667892,9782897684792
1032,0006125592,9782897688370
1033,0005371793,9782897680022
1034,0004712136,9782897314675
1035,0005450411,9782897680084
1036,0005450411,9782897680091
1037,0005450411,9782897680107
1038,0005450411,9782897680114
1039,0004882353,9782897315986
1040,0004882353,9782897315993
1041,0004765698,9782897315351
1042,0004765698,9782897315368
1043,0004765698,9782897315375
1044,0004765698,9782897315382
1045,0006206946,9782897688608
1046,0006206946,9782897688592
1047,0006371883,9782898141652
1048,0006371883,9782898141676
1049,0004652507,9782897313432
1050,0004652507,9782897313449
1051,0004652507,9782897313456
1052,0004652507,9782897313463
1053,0003845478,9782923603346
1054,0004538324,9782896711116
1055,0003888242,9782923603797
1056,0003908010,9782923603834
1057,0003816871,9782923603278
1058,0003657401,9782923603155
1059,0004002814,9782896710003
1060,0004691446,9782896711208
1061,0004194071,9782896710690
1062,0004457725,9782896711024
1063,0003529386,9782923603063
1064,0003845369,9782923603308
1065,0003279611,9782923603025
1066,0003987772,9782923603957
1067,0003279610,9782923603018
1068,0003821907,9782923603285
1069,0003333281,9782923603032
1070,0003555413,9782923603087
1071,0003830094,9782923603292
1072,0004152040,9782896710706
1073,0004055877,9782896710089
1074,0003761830,9782923603230
1075,0004285216,9782896710843
1076,0003850484,9782923603735
1077,0004437809,9782896710966
1078,0004224114,9782896710713
1079,0004071540,9782896710102
1080,0003751560,9782923603209
1081,0003751567,9782923603247
1082,0003657412,9782923603124
1083,0003699503,9782923603186
1084,0003983859,9782923603933
1085,0003772260,9782923603216
1086,0003908026,9782923603759
1087,0003520789,9782923603056
1088,0004051674,9782923603919
1089,0004106975,9782896710140
1090,0003617900,9782923603100
1091,0003699513,9782923603179
1092,0003657425,9782923603148
1093,0003333279,9782923603049
1094,0003830112,9782923603377
1095,0003657427,9782923603162
1096,0003657392,9782923603131
1097,0004285221,9782896710782
1098,0003813764,9782923603254
1099,0003884403,9782923603339
1100,0004152050,9782896710041
1101,0006562252,9782355843686
1106,0006439602,2925117813
1107,0006613667,2898311294
1108,0006563381,2898310301
1110,0006563387,9782898310454
1113,0006442823,9782898310003
1114,0006613669,2898310786
1115,0006443274,2925117961
1116,0006566198,9782898310126
1117,0006606101,2898310751
1118,0006563380,2898310603
1120,0006554231,2898310271
1121,0006607401,2265080675
1122,0006606100,2898310425
1124,0006568372,9782898310218
1126,0006613670,2898311081
1128,0006631325,2898311111
1129,0006631326,2898311421
1130,0006324198,9782925117032
1131,0006442822,2925117937
1132,0006324027,9782925117001
1133,0006563390,2898310549
1134,0006563389,2898310662
1137,0006614759,2898311057
1138,0006631328,2898311456
1139,0006614758,2898311022
1140,0006328368,9782925117216
1141,0006607400,2898310964
1142,0006449913,2925117872
1143,0006695794,2898311391
1144,0006606102,2898310638
1146,0006563388,2898310484
1149,0004435581,9782924110065
1150,0003731632,9782980709982
1152,0005633777,9782895975960
1154,0004885994,9782895974390
1155,0004588392,9782895973812
